ID	adj.P.Val	P.Value	F	Gene.symbol	Gene.title
242752_at	0.55975904	2.51e-01	1.398662	PPM1K	protein phosphatase, Mg2+/Mn2+ dependent 1K
235415_at	0.55975904	2.51e-01	1.398571	RPRD2	regulation of nuclear pre-mRNA domain containing 2
227999_at	0.55978417	2.51e-01	1.398368	PWWP2B	PWWP domain containing 2B
240685_at	0.55978417	2.51e-01	1.398272	LINC01095	long intergenic non-protein coding RNA 1095
233946_at	0.55978417	2.51e-01	1.398219	SMU1	DNA replication regulator and spliceosomal factor
231296_at	0.55978417	2.51e-01	1.398122		
243321_at	0.56004109	2.51e-01	1.397507		
234150_at	0.56004109	2.51e-01	1.397451		
233602_at	0.56022394	2.51e-01	1.397003		
227759_at	0.56022394	2.51e-01	1.396789	PCSK9	proprotein convertase subtilisin/kexin type 9
231724_at	0.56022394	2.52e-01	1.39664	MED26	mediator complex subunit 26
227980_at	0.56022394	2.52e-01	1.396503	ZNF322	zinc finger protein 322
235292_at	0.56022394	2.52e-01	1.396483	FLJ32255	uncharacterized LOC643977
237172_at	0.56022394	2.52e-01	1.396476		
226688_at	0.56022394	2.52e-01	1.396411	TCAIM	T-cell activation inhibitor, mitochondrial
236422_at	0.56029394	2.52e-01	1.396157		
244721_at	0.56029394	2.52e-01	1.395966	TP53INP1	tumor protein p53 inducible nuclear protein 1
226670_s_at	0.56029394	2.52e-01	1.39589	PABPC1L	poly(A) binding protein cytoplasmic 1 like
231574_at	0.56029394	2.52e-01	1.395796		
237370_at	0.56029394	2.52e-01	1.39578		
238797_at	0.56037659	2.52e-01	1.395528	TRIM11	tripartite motif containing 11
228295_at	0.56050627	2.52e-01	1.395154	WDR59	WD repeat domain 59
244081_at	0.56050627	2.52e-01	1.39509		
236796_at	0.56056918	2.52e-01	1.394875		
223907_s_at	0.56059276	2.52e-01	1.394731	PINX1	PIN2/TERF1 interacting, telomerase inhibitor 1
241773_at	0.56068002	2.52e-01	1.394471		
241824_at	0.56076068	2.52e-01	1.394223		
232010_at	0.56080953	2.52e-01	1.394034	FSTL5	follistatin like 5
240441_at	0.56083067	2.52e-01	1.393865	FAM99B	family with sequence similarity 99 member B (non-protein coding)
237506_at	0.56083067	2.52e-01	1.393794	TMEM177	transmembrane protein 177
233861_at	0.56100422	2.52e-01	1.393377		
225802_at	0.56102827	2.52e-01	1.393232	TOP1MT	topoisomerase (DNA) I, mitochondrial
228068_at	0.56122984	2.52e-01	1.392752	GOLGA7B	golgin A7 family member B
234314_at	0.56122984	2.52e-01	1.392663	RALGAPA2	Ral GTPase activating protein catalytic alpha subunit 2
234451_at	0.56123704	2.53e-01	1.39255		
228443_s_at	0.56131616	2.53e-01	1.392234	KMT5A	lysine methyltransferase 5A
232742_at	0.56131616	2.53e-01	1.392139		
231213_at	0.56131616	2.53e-01	1.39197	PDE1A	phosphodiesterase 1A
227049_at	0.56131616	2.53e-01	1.391905	ZADH2	zinc binding alcohol dehydrogenase domain containing 2
230361_at	0.56131616	2.53e-01	1.391903	MROH1	maestro heat like repeat family member 1
236845_at	0.56133324	2.53e-01	1.391687	TRIM62	tripartite motif containing 62
230789_at	0.56133324	2.53e-01	1.39163	ZNF280B	zinc finger protein 280B
238506_at	0.56133324	2.53e-01	1.391571	LRRC58	leucine rich repeat containing 58
235732_at	0.56133783	2.53e-01	1.391411	ZNF704	zinc finger protein 704
239275_at	0.56133783	2.53e-01	1.391301	LOC101930006///FRMPD2B///FRMPD2	putative protein FRMPD2-like///FERM and PDZ domain containing 2B, pseudogene///FERM and PDZ domain containing 2
226448_at	0.56133783	2.53e-01	1.391261	MIR1182///FAM89A	microRNA 1182///family with sequence similarity 89 member A
239913_at	0.56144893	2.53e-01	1.390956	SLC10A4	solute carrier family 10 member 4
238122_at	0.56144893	2.53e-01	1.390852	RBM12B	RNA binding motif protein 12B
224508_at	0.56144893	2.53e-01	1.390488	MGC12916	uncharacterized protein MGC12916
229438_at	0.56144893	2.53e-01	1.390474	FAM20C	family with sequence similarity 20 member C
233998_x_at	0.56144893	2.53e-01	1.390318		
233270_x_at	0.56144893	2.53e-01	1.390301		
230277_at	0.56144893	2.53e-01	1.390287	GS1-259H13.2	transmembrane protein 225-like
243096_at	0.56144893	2.53e-01	1.39021	NDEL1	nudE neurodevelopment protein 1 like 1
244159_at	0.56144893	2.53e-01	1.390142		
239632_at	0.56144893	2.53e-01	1.389971		
230048_at	0.56144893	2.53e-01	1.389955	IFRD1	interferon related developmental regulator 1
232695_at	0.56152554	2.53e-01	1.389715	KIF6	kinesin family member 6
228567_at	0.56170102	2.53e-01	1.389295	GAN	gigaxonin
233748_x_at	0.56183766	2.53e-01	1.388946	PRKAG2	protein kinase AMP-activated non-catalytic subunit gamma 2
225546_at	0.56189864	2.53e-01	1.388735	LOC101930123///EEF2K	eukaryotic elongation factor 2 kinase///eukaryotic elongation factor 2 kinase
229064_s_at	0.56197553	2.54e-01	1.388494	RCAN3	RCAN family member 3
222419_x_at	0.56198253	2.54e-01	1.388381	UBE2H	ubiquitin conjugating enzyme E2 H
229800_at	0.56209413	2.54e-01	1.387885	DCLK1	doublecortin like kinase 1
233879_at	0.56209413	2.54e-01	1.387847		
232891_at	0.56209413	2.54e-01	1.387805	SIRPD	signal regulatory protein delta
225596_at	0.56209413	2.54e-01	1.387777	KLC4	kinesin light chain 4
240470_at	0.56212745	2.54e-01	1.387617		
240961_at	0.56218247	2.54e-01	1.387416		
225643_at	0.56219505	2.54e-01	1.387238	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1 like
241350_at	0.56219505	2.54e-01	1.38701	FBXL22	F-box and leucine rich repeat protein 22
238203_at	0.56219505	2.54e-01	1.38683		
224228_s_at	0.56219505	2.54e-01	1.386813	PRDM7	PR/SET domain 7
242067_at	0.56219505	2.54e-01	1.386778		
234166_at	0.56219505	2.54e-01	1.386739	UBE3A	ubiquitin protein ligase E3A
243751_at	0.56219505	2.54e-01	1.386614	CHD2	chromodomain helicase DNA binding protein 2
229710_at	0.56219505	2.54e-01	1.386538	ERCC6L2	ERCC excision repair 6 like 2
236940_at	0.56219505	2.54e-01	1.386384		
243247_at	0.56219505	2.54e-01	1.386353		
236232_at	0.56219505	2.54e-01	1.386292	LOC101928762	uncharacterized LOC101928762
224903_at	0.56236206	2.54e-01	1.385888	UTP4	UTP4, small subunit processome component
232633_at	0.56243544	2.54e-01	1.38549	XRCC5	X-ray repair cross complementing 5
233438_at	0.56243544	2.54e-01	1.385445		
232737_s_at	0.56243544	2.54e-01	1.385375	ENPP3	ectonucleotide pyrophosphatase/phosphodiesterase 3
242650_at	0.56243544	2.54e-01	1.385355		
238078_at	0.56257675	2.54e-01	1.384998	SEC22A	SEC22 homolog A, vesicle trafficking protein
244179_x_at	0.56285995	2.55e-01	1.384383	LOC102724197///LOC100132705///GGT2///GGT8P///GGTLC1///GGTLC2///GGT3P///GGT1	inactive gamma-glutamyltranspeptidase 2-like///immunoglobulin superfamily member 3-like///gamma-glutamyltransferase 2///gamma-glutamyltransferase 8 pseudogene///gamma-glutamyltransferase light chain 1///gamma-glutamyltransferase light chain 2///gamma-glutamyltransferase 3 pseudogene///gamma-glutamyltransferase 1
224517_at	0.56286579	2.55e-01	1.384272	POLR2J4	RNA polymerase II subunit J4, pseudogene
235011_at	0.56296418	2.55e-01	1.383934	MAP3K2	mitogen-activated protein kinase kinase kinase 2
231397_at	0.56296418	2.55e-01	1.383893	PLPPR5	phospholipid phosphatase related 5
227354_at	0.56309449	2.55e-01	1.383417	PAG1	phosphoprotein membrane anchor with glycosphingolipid microdomains 1
229657_at	0.56309449	2.55e-01	1.383361	THRB	thyroid hormone receptor beta
232034_at	0.56309449	2.55e-01	1.383357	LINC00537	long intergenic non-protein coding RNA 537
244307_s_at	0.56317197	2.55e-01	1.383019	LOC101927699	uncharacterized LOC101927699
237194_at	0.56317197	2.55e-01	1.383016		
241454_at	0.56323838	2.55e-01	1.382795		
222680_s_at	0.5632799	2.55e-01	1.38245	DTL	denticleless E3 ubiquitin protein ligase homolog
234890_at	0.5632799	2.55e-01	1.382415	LOC100288175	uncharacterized LOC100288175
223415_at	0.5632799	2.55e-01	1.382384	RPP25	ribonuclease P/MRP subunit p25
237940_s_at	0.5632799	2.55e-01	1.38232		
237740_at	0.56333419	2.55e-01	1.382122		
239307_at	0.56336451	2.55e-01	1.381967		
236313_at	0.56345157	2.55e-01	1.381709	CDKN2B	cyclin dependent kinase inhibitor 2B
236272_at	0.56349412	2.55e-01	1.381528	UNC119B	unc-119 lipid binding chaperone B
235091_at	0.56349412	2.55e-01	1.381432	PDE12	phosphodiesterase 12
226222_at	0.56354127	2.55e-01	1.381247	RIC1	RIC1 homolog, RAB6A GEF complex partner 1
236269_at	0.56371258	2.55e-01	1.380803	ZNF628	zinc finger protein 628
235134_at	0.56371258	2.55e-01	1.380736		
235347_at	0.56371527	2.56e-01	1.380503	LRCH3	leucine rich repeats and calponin homology domain containing 3
243941_at	0.56371527	2.56e-01	1.38043		
241265_x_at	0.56371527	2.56e-01	1.38039		
230356_at	0.56371527	2.56e-01	1.380283		
235594_at	0.56371527	2.56e-01	1.380137		
224417_at	0.56371527	2.56e-01	1.380133		
222672_at	0.56373943	2.56e-01	1.379878	LYRM4	LYR motif containing 4
231507_at	0.56373943	2.56e-01	1.379817		
240539_at	0.56373943	2.56e-01	1.37979		
233017_x_at	0.56379607	2.56e-01	1.379588		
224956_at	0.56386248	2.56e-01	1.379367	NUFIP2	NUFIP2, FMR1 interacting protein 2
222792_s_at	0.56395505	2.56e-01	1.3791	CCDC59	coiled-coil domain containing 59
229349_at	0.5641849	2.56e-01	1.378543	LIN28B	lin-28 homolog B
224208_at	0.5641849	2.56e-01	1.378483	PLEKHA8	pleckstrin homology domain containing A8
226841_at	0.56431321	2.56e-01	1.377822	MPEG1	macrophage expressed 1
235423_at	0.56431321	2.56e-01	1.37775	ORC2	origin recognition complex subunit 2
240299_at	0.56431321	2.56e-01	1.377728	ADAD1	adenosine deaminase domain containing 1
242127_at	0.56431321	2.56e-01	1.377655		
241678_at	0.56431321	2.56e-01	1.377637		
233875_at	0.56431321	2.56e-01	1.37745		
226406_at	0.56431321	2.56e-01	1.377428	C18orf25	chromosome 18 open reading frame 25
229134_at	0.56431321	2.56e-01	1.377379	VANGL1	VANGL planar cell polarity protein 1
239040_at	0.56431321	2.56e-01	1.37735	HNRNPD	heterogeneous nuclear ribonucleoprotein D
233838_at	0.56431321	2.56e-01	1.377255		
233254_x_at	0.5644372	2.56e-01	1.376855	PTEN	phosphatase and tensin homolog
241529_at	0.5644372	2.56e-01	1.376727		
223744_s_at	0.5644372	2.56e-01	1.376672	SIAE	sialic acid acetylesterase
238625_at	0.5644372	2.56e-01	1.376632	C1orf168	chromosome 1 open reading frame 168
238241_at	0.56443931	2.57e-01	1.376529	EPHA5-AS1	EPHA5 antisense RNA 1
238481_at	0.56446563	2.57e-01	1.376382	MGP	matrix Gla protein
225743_at	0.56465602	2.57e-01	1.375937	RPUSD3	RNA pseudouridylate synthase domain containing 3
241588_at	0.56484091	2.57e-01	1.375503		
239375_at	0.56484431	2.57e-01	1.375397		
236266_at	0.56493131	2.57e-01	1.37514	RORA	RAR related orphan receptor A
230340_s_at	0.56495926	2.57e-01	1.374895	WASL	Wiskott-Aldrich syndrome like
233280_at	0.56495926	2.57e-01	1.374841		
241396_at	0.56495926	2.57e-01	1.374791	NEDD4L	neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase
238206_at	0.56508641	2.57e-01	1.374337	RXFP1	relaxin/insulin like family peptide receptor 1
241289_at	0.56508641	2.57e-01	1.374304		
237563_s_at	0.56508641	2.57e-01	1.374261		
230031_at	0.56508641	2.57e-01	1.374103	HSPA5	heat shock protein family A (Hsp70) member 5
231810_at	0.56508641	2.57e-01	1.374064	THRIL///BRI3BP	TNF and HNRNPL related immunoregulatory long non-coding RNA///BRI3 binding protein
234971_x_at	0.56510685	2.57e-01	1.373928	PLCD3	phospholipase C delta 3
222724_at	0.56511016	2.57e-01	1.373758	VWA1	von Willebrand factor A domain containing 1
231683_at	0.56511016	2.57e-01	1.373709	GLYAT	glycine-N-acyltransferase
233091_at	0.56511016	2.57e-01	1.373542	ATAD3B	ATPase family, AAA domain containing 3B
235268_at	0.56511016	2.57e-01	1.373525	TADA2A	transcriptional adaptor 2A
237706_at	0.56518655	2.57e-01	1.373287	STXBP4	syntaxin binding protein 4
236127_at	0.5652686	2.57e-01	1.373029		
241734_at	0.5652686	2.57e-01	1.372936	SRFBP1	serum response factor binding protein 1
237165_at	0.5652686	2.57e-01	1.372745		
228868_x_at	0.5652686	2.58e-01	1.372582	CDT1	chromatin licensing and DNA replication factor 1
235758_at	0.5652686	2.58e-01	1.372582	PNMA6A	paraneoplastic Ma antigen family member 6A
224770_s_at	0.5652686	2.58e-01	1.372543	NAV1	neuron navigator 1
239843_at	0.56537292	2.58e-01	1.372253	RIT1	Ras like without CAAX 1
229907_at	0.56537292	2.58e-01	1.372156		
240808_at	0.56545631	2.58e-01	1.371906	ESD	esterase D
243010_at	0.56557543	2.58e-01	1.371591	MSI2	musashi RNA binding protein 2
222918_at	0.56557912	2.58e-01	1.371374	RAB9B	RAB9B, member RAS oncogene family
236650_at	0.56557912	2.58e-01	1.371302		
222762_x_at	0.56557912	2.58e-01	1.371197	LIMD1	LIM domains containing 1
200099_s_at	0.56557912	2.58e-01	1.37115	SNORD73A///RPS3A	small nucleolar RNA, C/D box 73A///ribosomal protein S3A
227653_at	0.56557912	2.58e-01	1.371089	TRMT5	tRNA methyltransferase 5
230566_at	0.56558585	2.58e-01	1.370977	MORC2-AS1	MORC2 antisense RNA 1
241868_at	0.56561559	2.58e-01	1.370779		
232380_at	0.56561559	2.58e-01	1.370691	FGGY	FGGY carbohydrate kinase domain containing
224730_at	0.56561559	2.58e-01	1.370428	DCAF7	DDB1 and CUL4 associated factor 7
235188_at	0.56561559	2.58e-01	1.370421	PCNX4	pecanex homolog 4 (Drosophila)
241907_at	0.56561559	2.58e-01	1.370411		
242413_at	0.56561559	2.58e-01	1.370329		
231159_at	0.56601784	2.58e-01	1.369502	CXorf51B///CXorf51A	chromosome X open reading frame 51B///chromosome X open reading frame 51A
244070_at	0.56605766	2.58e-01	1.369241	SYNE1	spectrin repeat containing nuclear envelope protein 1
241624_at	0.56605766	2.58e-01	1.369232	LOC389834	ankyrin repeat domain 57 pseudogene
227413_at	0.56607601	2.58e-01	1.3691	UBLCP1	ubiquitin like domain containing CTD phosphatase 1
237829_at	0.56611856	2.58e-01	1.368924		
226286_at	0.56627758	2.59e-01	1.368538	ELMOD3	ELMO domain containing 3
231828_at	0.56637747	2.59e-01	1.368258	PSMD5-AS1	PSMD5 antisense RNA 1 (head to head)
222682_s_at	0.56649144	2.59e-01	1.367796	FAM114A2	family with sequence similarity 114 member A2
228480_at	0.56649144	2.59e-01	1.367781	VAPA	VAMP associated protein A
230147_at	0.56649144	2.59e-01	1.367741	F2RL2	coagulation factor II thrombin receptor like 2
225908_at	0.56649144	2.59e-01	1.367603	IAH1	isoamyl acetate-hydrolyzing esterase 1 homolog
235646_at	0.56649144	2.59e-01	1.367558		
234941_s_at	0.56663929	2.59e-01	1.367188	GPHN	gephyrin
241740_at	0.56663929	2.59e-01	1.367076		
238666_at	0.56663929	2.59e-01	1.366946		
226787_at	0.56663929	2.59e-01	1.366895	ZNF18	zinc finger protein 18
226445_s_at	0.56680821	2.59e-01	1.366182	TRIM41	tripartite motif containing 41
237140_x_at	0.56680821	2.59e-01	1.36612		
228809_at	0.56680821	2.59e-01	1.366089	CXorf40B///CXorf40A	chromosome X open reading frame 40B///chromosome X open reading frame 40A
228735_s_at	0.56680821	2.59e-01	1.366042	PANK2	pantothenate kinase 2
222711_s_at	0.56680821	2.59e-01	1.36604	RHBDF1	rhomboid 5 homolog 1
238652_at	0.56680821	2.59e-01	1.365975		
238009_at	0.56680821	2.59e-01	1.365898	SOX5	SRY-box 5
239111_at	0.56689898	2.59e-01	1.365635	PRDM8	PR/SET domain 8
239645_at	0.56692151	2.59e-01	1.365496		
240218_at	0.56696057	2.59e-01	1.365274	DSCAM	DS cell adhesion molecule
228967_at	0.56696057	2.59e-01	1.365122	EIF1	eukaryotic translation initiation factor 1
229636_at	0.56696057	2.59e-01	1.365119	CYB561D2	cytochrome b561 family member D2
237621_at	0.56696057	2.59e-01	1.364923	GABRG3-AS1	GABRG3 antisense RNA 1
226326_at	0.56696057	2.59e-01	1.364886	PCGF5	polycomb group ring finger 5
233615_at	0.56696057	2.59e-01	1.364832	CGA	glycoprotein hormones, alpha polypeptide
238184_at	0.56709308	2.60e-01	1.364302		
239461_at	0.56709308	2.60e-01	1.364282	GALNT15	polypeptide N-acetylgalactosaminyltransferase 15
242747_at	0.56709308	2.60e-01	1.364271		
242409_at	0.56709308	2.60e-01	1.364198		
233125_at	0.56730875	2.60e-01	1.363626		
236420_s_at	0.56730875	2.60e-01	1.363568	ANO4	anoctamin 4
241643_at	0.56730875	2.60e-01	1.363469	TLK1	tousled like kinase 1
243946_at	0.56730875	2.60e-01	1.363095	SMOC2	SPARC related modular calcium binding 2
233451_at	0.56730875	2.60e-01	1.363074	SLC52A3	solute carrier family 52 member 3
244300_at	0.56730875	2.60e-01	1.363062		
228495_at	0.56730875	2.60e-01	1.362941	GPATCH11	G-patch domain containing 11
229982_at	0.56730875	2.60e-01	1.362874	QSER1	glutamine and serine rich 1
223827_at	0.56730875	2.60e-01	1.362814	TNFRSF19	TNF receptor superfamily member 19
227281_at	0.56730875	2.60e-01	1.3625	SLC29A4	solute carrier family 29 member 4
240125_at	0.56730875	2.60e-01	1.362374		
233052_at	0.56730875	2.60e-01	1.362329	DNAH8	dynein axonemal heavy chain 8
222690_s_at	0.56730875	2.60e-01	1.362209	TMEM39A	transmembrane protein 39A
227490_at	0.56730875	2.60e-01	1.362151	WDFY2	WD repeat and FYVE domain containing 2
228112_at	0.56730875	2.60e-01	1.362001	DNAH1	dynein axonemal heavy chain 1
232870_at	0.56730875	2.60e-01	1.361995	HDAC10	histone deacetylase 10
231045_x_at	0.56730875	2.60e-01	1.361924	C11orf31	chromosome 11 open reading frame 31
229555_at	0.56730875	2.60e-01	1.361896	GALNT5	polypeptide N-acetylgalactosaminyltransferase 5
239648_at	0.56730875	2.60e-01	1.361841	DCUN1D3	defective in cullin neddylation 1 domain containing 3
230653_at	0.56730875	2.60e-01	1.361837		
242852_at	0.567405	2.60e-01	1.361565	LOC285147	uncharacterized LOC285147
225146_at	0.56742898	2.60e-01	1.361297	FAM219A	family with sequence similarity 219 member A
234234_at	0.56742898	2.60e-01	1.361288	LOC101929705	uncharacterized LOC101929705
237305_at	0.56742898	2.60e-01	1.361191		
240488_at	0.56742898	2.60e-01	1.361128		
232227_at	0.56743011	2.60e-01	1.361027	HSPC324	uncharacterized LOC101928612
240818_at	0.56750964	2.61e-01	1.360695	OVCH1-AS1	OVCH1 antisense RNA 1
235428_at	0.56750964	2.61e-01	1.360602	MINCR	MYC-induced long noncoding RNA
225899_x_at	0.56750964	2.61e-01	1.360505	LOC101929819///LOC100133331///LOC100133182///LINC01001///LOC100132062///LOC729737///LINC01000///LINC01002	uncharacterized LOC101929819///uncharacterized LOC100133331///putative uncharacterized protein FLJ44672///long intergenic non-protein coding RNA 1001///uncharacterized LOC100132062///uncharacterized LOC729737///long intergenic non-protein coding RNA 1000///long intergenic non-protein coding RNA 1002
222631_at	0.56750964	2.61e-01	1.36049	SEPSECS-AS1///PI4K2B	SEPSECS antisense RNA 1 (head to head)///phosphatidylinositol 4-kinase type 2 beta
233646_at	0.56753719	2.61e-01	1.360342		
228880_at	0.56803076	2.61e-01	1.359354	NAT8L	N-acetyltransferase 8 like
243804_at	0.56812436	2.61e-01	1.359087	MTMR7	myotubularin related protein 7
234338_s_at	0.56814782	2.61e-01	1.358947	ZBTB47	zinc finger and BTB domain containing 47
239527_at	0.56815055	2.61e-01	1.358843	RAB3GAP1	RAB3 GTPase activating protein catalytic subunit 1
229500_at	0.56826231	2.61e-01	1.358544	SLC30A9	solute carrier family 30 member 9
241623_at	0.56830564	2.61e-01	1.358338	PTPN2	protein tyrosine phosphatase, non-receptor type 2
236804_at	0.56830564	2.61e-01	1.358249		
244191_at	0.56830564	2.61e-01	1.358171	RPLP1	ribosomal protein lateral stalk subunit P1
229101_at	0.56836089	2.61e-01	1.357973	IL17RA	interleukin 17 receptor A
239414_at	0.56852362	2.61e-01	1.357531		
239442_at	0.56852362	2.61e-01	1.357243	CEP68	centrosomal protein 68
235086_at	0.56852362	2.61e-01	1.357116	THBS1	thrombospondin 1
240506_at	0.56852362	2.61e-01	1.357057		
231351_at	0.56852362	2.61e-01	1.357003		
240697_at	0.56852362	2.61e-01	1.356949	LOC100996345	uncharacterized LOC100996345
244747_at	0.56852362	2.61e-01	1.356914	NPNT	nephronectin
232579_at	0.56852362	2.61e-01	1.356894	JHDM1D-AS1	JHDM1D antisense RNA 1 (head to head)
226553_at	0.56853662	2.62e-01	1.356772	TMPRSS2	transmembrane protease, serine 2
230800_at	0.56882419	2.62e-01	1.356024	ADCY4	adenylate cyclase 4
228109_at	0.56882419	2.62e-01	1.355965	RASGRF2	Ras protein specific guanine nucleotide releasing factor 2
242551_at	0.56882419	2.62e-01	1.355537		
242834_at	0.56882419	2.62e-01	1.355485	UBA6	ubiquitin like modifier activating enzyme 6
234379_at	0.56882419	2.62e-01	1.355462	FLT4	fms related tyrosine kinase 4
233760_at	0.56882419	2.62e-01	1.35535	UTP11	UTP11, small subunit processome component homolog (S. cerevisiae)
244004_at	0.56882419	2.62e-01	1.355345		
237052_x_at	0.56882419	2.62e-01	1.355338	GIGYF2	GRB10 interacting GYF protein 2
224372_at	0.56882419	2.62e-01	1.355231	ND4	NADH dehydrogenase, subunit 4 (complex I)
223268_at	0.56882419	2.62e-01	1.355091	C11orf54	chromosome 11 open reading frame 54
229526_at	0.56882419	2.62e-01	1.35506	AQP11	aquaporin 11
242580_at	0.56882419	2.62e-01	1.354883		
229190_at	0.56882419	2.62e-01	1.354813	LOC105374366	uncharacterized LOC105374366
222802_at	0.56882419	2.62e-01	1.354811	EDN1	endothelin 1
238283_at	0.56882419	2.62e-01	1.354728	LINC00635	long intergenic non-protein coding RNA 635
